Booking_ID,stays_in_weekend_nights,stays_in_week_nights,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,avg_price_per_room,booking_status
INN12800,2,4,69,2018,6,12,Offline,120,Canceled
INN12801,0,1,1,2018,8,26,Online,139,Not_Canceled
INN12802,0,2,15,2017,12,10,Corporate,75,Not_Canceled
INN12803,0,4,270,2018,4,20,Offline,80,Not_Canceled
INN12804,2,2,211,2018,10,21,Online,72.76,Canceled
INN12805,2,5,247,2018,9,26,Online,100.3,Canceled
INN12806,2,1,31,2017,10,25,Offline,75,Not_Canceled
INN12807,0,2,31,2018,2,4,Corporate,71,Not_Canceled
INN12808,1,2,0,2017,8,31,Corporate,95.5,Not_Canceled
INN12809,1,2,63,2018,3,11,Online,72.9,Not_Canceled
INN12810,2,2,10,2018,2,13,Online,91,Not_Canceled
INN12811,0,2,211,2018,5,20,Offline,100,Canceled
INN12812,0,1,2,2018,1,30,Online,80,Not_Canceled
INN12813,0,1,121,2018,6,9,Offline,120,Canceled
INN12814,2,2,14,2017,12,26,Online,99.5,Not_Canceled
INN12815,1,3,118,2018,6,6,Offline,110,Not_Canceled
INN12816,0,3,46,2018,12,8,Online,111.6,Not_Canceled
INN12817,0,2,68,2017,9,29,Offline,48,Not_Canceled
INN12818,0,3,55,2018,10,6,Online,190.8,Canceled
INN12819,2,1,148,2018,8,21,Offline,96.9,Not_Canceled
INN12820,0,1,1,2018,3,30,Corporate,89,Not_Canceled
INN12821,0,2,18,2018,5,13,Online,156,Canceled
INN12822,0,3,124,2018,4,5,Offline,71,Not_Canceled
INN12823,1,4,275,2018,10,5,Offline,90,Canceled
INN12824,1,2,121,2018,6,24,Offline,90,Canceled
INN12825,2,1,110,2018,4,9,Online,93.3,Not_Canceled
INN12826,1,0,0,2018,12,12,Complementary,0,Not_Canceled
INN12827,2,0,0,2017,9,27,Corporate,65,Not_Canceled
INN12828,0,3,151,2018,1,19,Offline,80,Not_Canceled
INN12829,1,2,118,2018,6,6,Offline,110,Not_Canceled
INN12830,1,3,240,2018,10,27,Online,80.75,Canceled
INN12831,2,3,66,2018,11,6,Online,150.22,Canceled
INN12832,1,2,418,2018,9,26,Offline,107,Canceled
INN12833,2,3,40,2018,5,21,Online,126.9,Canceled
INN12834,1,2,189,2018,3,25,Offline,60,Not_Canceled
INN12835,1,0,6,2018,9,12,Online,129,Not_Canceled
INN12836,1,4,64,2018,9,14,Offline,92.48,Not_Canceled
INN12837,1,2,25,2018,9,16,Online,155.67,Not_Canceled
INN12838,0,3,5,2018,3,24,Online,183.67,Not_Canceled
INN12839,0,3,64,2018,9,28,Offline,101.52,Not_Canceled
INN12840,0,3,0,2017,9,8,Online,142.67,Not_Canceled
INN12841,0,2,151,2018,1,19,Offline,70,Not_Canceled
INN12842,1,1,183,2018,8,8,Online,105.3,Canceled
INN12843,0,1,28,2017,12,18,Corporate,65,Not_Canceled
INN12844,1,2,4,2018,3,4,Online,89,Not_Canceled
INN12845,2,2,50,2018,12,23,Online,156.6,Canceled
INN12846,0,2,20,2018,1,21,Online,99,Not_Canceled
INN12847,0,3,85,2017,9,30,Offline,125,Not_Canceled
INN12848,2,4,54,2018,10,30,Online,111,Canceled
INN12849,2,3,17,2018,10,9,Aviation,95,Not_Canceled
INN12850,1,4,40,2018,9,5,Online,115.2,Not_Canceled
INN12851,1,3,250,2018,9,26,Offline,95,Canceled
INN12852,0,2,16,2018,12,30,Online,148,Not_Canceled
INN12853,2,1,107,2018,5,7,Online,130,Canceled
INN12854,1,3,6,2017,11,16,Online,73.15,Not_Canceled
INN12855,0,2,28,2017,9,10,Offline,97,Not_Canceled
INN12856,2,2,66,2018,2,27,Online,65.66,Canceled
INN12857,0,1,0,2018,6,22,Aviation,95,Not_Canceled
INN12858,2,3,144,2018,10,23,Online,91.26,Not_Canceled
INN12859,1,2,280,2018,9,19,Offline,110,Canceled
INN12860,1,2,38,2018,5,23,Online,126.9,Canceled
INN12861,1,2,222,2018,12,2,Online,72.9,Canceled
INN12862,2,1,134,2018,11,12,Online,79.2,Canceled
INN12863,0,2,74,2017,9,18,Offline,101.5,Not_Canceled
INN12864,0,2,105,2017,7,8,Online,76.5,Canceled
INN12865,1,2,42,2018,4,29,Online,143.1,Not_Canceled
INN12866,0,5,5,2018,11,8,Online,134.3,Not_Canceled
INN12867,2,2,18,2018,2,28,Online,130,Not_Canceled
INN12868,0,3,134,2017,8,13,Online,76.5,Not_Canceled
INN12869,0,3,92,2017,8,6,Offline,76.08,Not_Canceled
INN12870,0,1,1,2017,12,30,Online,114,Not_Canceled
INN12871,0,4,84,2018,4,27,Online,105.4,Not_Canceled
INN12872,2,1,87,2018,6,26,Online,102.3,Not_Canceled
INN12873,0,3,9,2018,5,31,Online,104.8,Not_Canceled
INN12874,0,1,0,2017,8,11,Complementary,0,Not_Canceled
INN12875,2,2,87,2018,5,29,Online,112.01,Not_Canceled
INN12876,2,2,115,2018,6,26,Online,92.12,Canceled
INN12877,2,2,79,2018,7,9,Online,112.05,Canceled
INN12878,1,0,3,2018,6,27,Offline,124,Not_Canceled
INN12879,1,2,186,2018,4,22,Offline,80,Not_Canceled
INN12880,0,1,12,2018,6,8,Offline,90,Not_Canceled
INN12881,0,3,7,2018,5,5,Offline,144,Not_Canceled
INN12882,2,1,59,2018,11,12,Offline,75,Not_Canceled
INN12883,0,1,1,2018,2,27,Online,102,Not_Canceled
INN12884,0,1,56,2018,6,8,Offline,120,Not_Canceled
INN12885,1,2,124,2018,8,1,Online,105.3,Not_Canceled
INN12886,2,3,12,2018,12,3,Offline,68,Not_Canceled
INN12887,0,4,7,2017,8,26,Online,90,Not_Canceled
INN12888,2,1,70,2018,3,13,Online,87.3,Canceled
INN12889,0,3,54,2018,4,7,Online,118.8,Not_Canceled
INN12890,2,8,78,2018,3,1,Online,83.85,Not_Canceled
INN12891,0,1,33,2018,12,10,Online,88,Not_Canceled
INN12892,0,2,86,2017,9,24,Offline,105,Not_Canceled
INN12893,0,2,195,2018,8,30,Online,112.5,Canceled
INN12894,1,0,13,2017,11,15,Corporate,65,Not_Canceled
INN12895,1,4,17,2017,12,21,Offline,58,Not_Canceled
INN12896,0,2,39,2017,8,14,Offline,101.5,Not_Canceled
INN12897,1,1,60,2017,10,12,Offline,60,Not_Canceled
INN12898,1,2,91,2018,4,4,Offline,80,Canceled
INN12899,2,1,69,2018,5,7,Online,198.9,Not_Canceled
INN12900,1,2,80,2018,4,11,Online,137.7,Not_Canceled
INN12901,0,3,111,2018,4,26,Offline,105.4,Not_Canceled
INN12902,0,1,1,2017,11,19,Corporate,65,Not_Canceled
INN12903,0,3,34,2018,4,14,Online,100.5,Canceled
INN12904,1,1,96,2017,9,28,Offline,138,Canceled
INN12905,2,2,226,2018,10,29,Offline,70,Not_Canceled
INN12906,0,3,24,2018,8,31,Online,110,Not_Canceled
INN12907,2,3,116,2018,9,25,Online,125.1,Not_Canceled
INN12908,2,2,109,2018,4,16,Online,75.76,Not_Canceled
INN12909,0,1,0,2018,4,7,Complementary,0,Not_Canceled
INN12910,0,1,17,2018,3,19,Online,97,Not_Canceled
INN12911,0,1,6,2018,5,31,Corporate,65,Not_Canceled
INN12912,2,3,27,2018,3,6,Offline,87,Not_Canceled
INN12913,0,3,89,2018,7,5,Online,114.3,Canceled
INN12914,0,1,0,2018,2,27,Online,89,Not_Canceled
INN12915,1,1,0,2018,3,21,Corporate,79,Not_Canceled
INN12916,1,2,14,2017,9,21,Online,124,Not_Canceled
INN12917,0,3,162,2018,5,11,Online,135,Canceled
INN12918,1,3,0,2017,8,10,Online,124,Not_Canceled
INN12919,1,3,86,2018,3,31,Online,82.45,Not_Canceled
INN12920,5,10,3,2018,5,9,Aviation,110,Canceled
INN12921,0,1,99,2018,2,19,Corporate,81,Not_Canceled
INN12922,1,2,28,2018,12,30,Offline,141.67,Not_Canceled
INN12923,0,1,4,2018,7,15,Online,151,Not_Canceled
INN12924,1,2,214,2018,10,7,Online,103.5,Canceled
INN12925,0,3,335,2018,10,13,Offline,90,Not_Canceled
INN12926,0,3,4,2018,9,13,Online,174.67,Not_Canceled
INN12927,2,2,99,2017,10,30,Offline,65,Canceled
INN12928,2,1,54,2018,3,27,Online,174.9,Not_Canceled
INN12929,2,7,13,2018,7,13,Online,265.44,Not_Canceled
INN12930,2,3,2,2018,3,20,Online,130,Not_Canceled
INN12931,0,2,292,2018,7,21,Offline,115,Canceled
INN12932,0,1,219,2017,9,4,Offline,108,Canceled
INN12933,2,2,5,2017,11,15,Online,93.5,Not_Canceled
INN12934,0,3,71,2018,6,14,Offline,120,Not_Canceled
INN12935,0,0,2,2018,10,23,Complementary,0,Not_Canceled
INN12936,0,1,105,2018,4,6,Offline,75,Canceled
INN12937,2,1,221,2017,10,10,Offline,65,Not_Canceled
INN12938,0,4,39,2018,12,28,Online,192.95,Not_Canceled
INN12939,2,5,111,2018,6,13,Online,109.65,Canceled
INN12940,0,2,70,2018,6,3,Offline,100,Not_Canceled
INN12941,0,1,14,2017,9,16,Online,114,Not_Canceled
INN12942,2,1,16,2018,10,29,Online,140,Not_Canceled
INN12943,0,3,21,2018,10,4,Offline,85,Not_Canceled
INN12944,1,0,16,2018,8,1,Online,130,Not_Canceled
INN12945,0,4,28,2017,10,20,Online,126,Not_Canceled
INN12946,1,0,69,2018,4,10,Offline,72.25,Not_Canceled
INN12947,2,2,82,2018,10,30,Online,59.85,Not_Canceled
INN12948,0,1,150,2018,7,21,Offline,63.75,Canceled
INN12949,0,3,64,2018,7,26,Online,114.3,Not_Canceled
INN12950,2,1,148,2018,8,21,Offline,72.25,Not_Canceled
INN12951,0,2,308,2018,11,25,Offline,52,Canceled
INN12952,2,2,107,2017,12,18,Online,55.63,Canceled
INN12953,0,2,12,2018,10,21,Online,140,Not_Canceled
INN12954,2,3,25,2018,9,15,Online,135,Canceled
INN12955,2,5,17,2018,12,29,Online,92.91,Not_Canceled
INN12956,2,1,38,2018,6,19,Offline,81,Canceled
INN12957,1,3,192,2018,8,4,Online,130.05,Canceled
INN12958,1,2,4,2018,4,11,Online,191,Not_Canceled
INN12959,0,2,107,2018,6,14,Online,116.1,Canceled
INN12960,0,3,85,2017,7,30,Online,76.5,Not_Canceled
INN12961,0,2,131,2018,8,5,Online,72.77,Not_Canceled
INN12962,1,2,256,2017,9,14,Offline,64.33,Not_Canceled
INN12963,1,3,99,2018,4,11,Online,82.45,Canceled
INN12964,1,3,217,2018,9,1,Offline,80.75,Not_Canceled
INN12965,1,3,210,2017,10,8,Offline,86,Canceled
INN12966,2,3,36,2018,12,22,Online,88.4,Not_Canceled
INN12967,1,2,3,2017,10,5,Corporate,65,Not_Canceled
INN12968,0,2,32,2017,11,20,Offline,73,Not_Canceled
INN12969,0,1,0,2018,6,17,Online,129,Not_Canceled
INN12970,2,1,248,2018,10,29,Online,74.15,Canceled
INN12971,0,1,4,2018,2,16,Online,91,Not_Canceled
INN12972,1,1,73,2018,6,4,Online,122.4,Not_Canceled
INN12973,0,3,166,2018,8,2,Online,121.5,Canceled
INN12974,2,2,187,2018,10,1,Online,122.4,Canceled
INN12975,0,3,305,2018,12,29,Online,79.5,Canceled
INN12976,2,1,40,2017,12,26,Offline,38.67,Not_Canceled
INN12977,3,10,1,2017,8,11,Online,106.54,Canceled
INN12978,0,4,66,2018,8,31,Online,120.6,Canceled
INN12979,0,2,102,2017,10,16,Offline,101.5,Canceled
INN12980,0,5,140,2017,12,29,Offline,70,Not_Canceled
INN12981,0,1,125,2018,6,30,Online,85.5,Not_Canceled
INN12982,0,1,6,2018,4,15,Online,131,Not_Canceled
INN12983,2,3,1,2017,9,25,Offline,86,Not_Canceled
INN12984,0,1,0,2018,9,8,Online,149,Not_Canceled
INN12985,0,2,20,2017,10,7,Online,107,Not_Canceled
INN12986,1,2,45,2018,4,11,Online,177.3,Not_Canceled
INN12987,2,4,25,2017,10,9,Online,101.33,Not_Canceled
INN12988,2,2,134,2017,12,4,Offline,65,Not_Canceled
INN12989,1,3,43,2018,3,14,Online,81.9,Not_Canceled
INN12990,0,1,0,2018,7,5,Online,159,Not_Canceled
INN12991,1,2,180,2018,10,10,Offline,120,Canceled
INN12992,2,8,64,2018,8,23,Offline,105.93,Not_Canceled
INN12993,0,3,103,2018,5,4,Offline,80,Not_Canceled
INN12994,1,2,53,2018,6,27,Online,101.1,Canceled
INN12995,0,4,190,2018,6,8,Online,90.65,Canceled
INN12996,1,1,60,2017,9,21,Offline,65,Not_Canceled
INN12997,1,2,0,2018,9,30,Corporate,131,Not_Canceled
INN12998,2,2,42,2018,8,14,Online,144.9,Not_Canceled
INN12999,0,2,34,2017,10,13,Offline,82.8,Not_Canceled
INN13000,0,2,164,2017,10,2,Offline,100,Canceled
INN13001,2,5,77,2018,3,26,Online,97.02,Canceled
INN13002,0,1,22,2017,11,17,Corporate,62,Canceled
INN13003,0,2,31,2018,6,2,Offline,100,Not_Canceled
INN13004,0,4,24,2018,8,2,Online,139,Not_Canceled
INN13005,1,2,18,2018,1,1,Online,119.58,Not_Canceled
INN13006,0,2,164,2018,8,4,Online,94.5,Not_Canceled
INN13007,2,4,47,2017,10,25,Offline,159.75,Not_Canceled
INN13008,0,2,256,2018,6,15,Offline,115,Canceled
INN13009,0,3,335,2018,10,13,Offline,80,Not_Canceled
INN13010,1,2,161,2018,3,25,Offline,130,Canceled
INN13011,0,1,0,2018,7,29,Online,121,Not_Canceled
INN13012,1,1,63,2018,3,28,Online,80.1,Canceled
INN13013,2,2,175,2018,9,11,Online,152.15,Canceled
INN13014,1,1,1,2018,10,1,Online,184,Not_Canceled
INN13015,0,1,14,2018,6,8,Online,121,Not_Canceled
INN13016,1,3,285,2018,10,3,Offline,100,Canceled
INN13017,0,4,38,2018,11,2,Online,77.23,Not_Canceled
INN13018,0,4,100,2018,9,28,Offline,140,Not_Canceled
INN13019,2,2,10,2018,9,3,Online,156.5,Canceled
INN13020,0,3,136,2018,8,3,Online,105.3,Not_Canceled
INN13021,2,2,62,2018,9,4,Online,98.55,Not_Canceled
INN13022,0,2,2,2017,10,9,Online,164.5,Not_Canceled
INN13023,0,1,2,2018,12,17,Online,78,Not_Canceled
INN13024,0,3,260,2018,9,22,Online,113.4,Canceled
INN13025,2,5,195,2018,8,17,Online,112.2,Canceled
INN13026,2,2,59,2018,7,24,Online,94.5,Not_Canceled
INN13027,0,3,35,2018,11,15,Online,96,Not_Canceled
INN13028,0,1,1,2018,11,19,Online,111,Not_Canceled
INN13029,2,2,121,2018,5,14,Online,113.05,Canceled
INN13030,0,2,74,2017,9,18,Offline,101.5,Not_Canceled
INN13031,0,3,271,2018,9,21,Offline,101.33,Canceled
INN13032,0,3,174,2018,9,22,Offline,95.67,Not_Canceled
INN13033,0,4,36,2018,11,1,Online,91.8,Canceled
INN13034,0,1,65,2018,9,8,Online,125.1,Not_Canceled
INN13035,2,5,97,2018,10,17,Online,135,Canceled
INN13036,1,2,155,2018,9,2,Online,135.9,Canceled
INN13037,0,3,12,2017,8,5,Corporate,65,Not_Canceled
INN13038,2,1,70,2018,4,2,Online,87.3,Canceled
INN13039,0,3,42,2018,3,22,Offline,76.05,Not_Canceled
INN13040,0,2,46,2018,10,19,Online,107.55,Not_Canceled
INN13041,0,1,131,2018,7,15,Online,177.3,Canceled
INN13042,1,2,217,2018,9,23,Online,159.3,Canceled
INN13043,1,3,52,2017,11,9,Offline,60,Not_Canceled
INN13044,1,3,32,2018,10,24,Offline,85,Not_Canceled
INN13045,1,2,60,2018,11,18,Online,93.6,Not_Canceled
INN13046,0,2,25,2018,6,1,Online,104,Not_Canceled
INN13047,1,3,14,2017,11,5,Offline,43.5,Not_Canceled
INN13048,0,2,192,2018,6,24,Offline,95,Not_Canceled
INN13049,2,3,85,2017,7,24,Online,76.5,Canceled
INN13050,0,2,265,2018,6,24,Offline,115,Canceled
INN13051,0,3,39,2018,5,17,Online,140.4,Not_Canceled
INN13052,0,2,188,2018,6,15,Offline,130,Canceled
INN13053,2,1,153,2018,6,12,Online,189.9,Canceled
INN13054,2,4,116,2018,7,16,Online,96,Not_Canceled
INN13055,1,3,6,2017,9,21,Online,114,Not_Canceled
INN13056,1,2,2,2018,6,13,Online,145.67,Not_Canceled
INN13057,0,2,30,2018,6,2,Offline,140,Not_Canceled
INN13058,0,2,39,2017,8,14,Offline,109,Not_Canceled
INN13059,1,0,130,2018,9,18,Online,118.8,Canceled
INN13060,0,1,17,2018,10,27,Online,110,Not_Canceled
INN13061,1,4,2,2017,8,19,Online,102.8,Not_Canceled
INN13062,2,1,0,2018,3,6,Online,110,Not_Canceled
INN13063,2,2,16,2017,12,4,Offline,92.85,Not_Canceled
INN13064,1,1,118,2018,6,6,Offline,110,Not_Canceled
INN13065,0,1,0,2017,8,11,Online,99,Not_Canceled
INN13066,1,1,247,2018,6,6,Offline,111,Canceled
INN13067,0,1,7,2018,11,3,Corporate,79,Not_Canceled
INN13068,2,2,143,2018,8,26,Online,85.5,Canceled
INN13069,0,1,5,2018,12,28,Online,84.8,Not_Canceled
INN13070,0,1,31,2018,9,6,Online,87.3,Not_Canceled
INN13071,1,1,247,2018,6,6,Offline,115,Canceled
INN13072,1,4,109,2018,11,21,Online,97.75,Not_Canceled
INN13073,1,2,185,2018,12,16,Online,103.5,Not_Canceled
INN13074,0,3,98,2017,12,29,Offline,59.5,Not_Canceled
INN13075,1,2,2,2017,9,21,Offline,77,Not_Canceled
INN13076,2,0,20,2018,12,4,Corporate,67,Not_Canceled
INN13077,0,3,40,2017,10,28,Offline,75,Not_Canceled
INN13078,1,2,94,2017,12,4,Online,72.25,Not_Canceled
INN13079,1,3,210,2017,10,8,Offline,72.75,Not_Canceled
INN13080,1,0,7,2018,7,11,Online,154,Not_Canceled
INN13081,1,4,128,2018,8,17,Online,122.4,Canceled
INN13082,0,2,263,2018,10,21,Offline,110,Canceled
INN13083,0,3,44,2018,2,17,Offline,75,Not_Canceled
INN13084,1,2,29,2017,11,6,Offline,63,Not_Canceled
INN13085,1,0,17,2018,6,13,Online,101,Not_Canceled
INN13086,0,1,99,2018,2,19,Corporate,81,Not_Canceled
INN13087,0,2,5,2018,5,24,Complementary,0,Not_Canceled
INN13088,0,2,291,2018,8,19,Offline,115,Canceled
INN13089,0,3,8,2018,4,21,Online,146,Not_Canceled
INN13090,1,2,181,2018,5,23,Online,118,Canceled
INN13091,2,4,20,2018,5,29,Online,121.25,Not_Canceled
INN13092,0,2,0,2017,8,11,Online,124,Not_Canceled
INN13093,2,2,55,2018,1,29,Online,84.45,Not_Canceled
INN13094,0,4,58,2018,10,18,Online,95.48,Not_Canceled
INN13095,2,2,90,2017,12,4,Online,72.25,Not_Canceled
INN13096,1,2,70,2018,1,15,Offline,40.67,Not_Canceled
INN13097,0,1,104,2018,7,16,Online,94.5,Canceled
INN13098,0,1,6,2017,10,29,Offline,130,Not_Canceled
INN13099,2,2,72,2018,2,13,Offline,60,Not_Canceled
INN13100,2,2,28,2018,5,22,Online,149.15,Canceled
INN13101,1,0,25,2018,7,18,Online,186.5,Not_Canceled
INN13102,0,4,132,2018,7,5,Online,105.83,Canceled
INN13103,0,1,51,2018,10,27,Online,64.45,Not_Canceled
INN13104,0,1,13,2018,7,8,Online,137,Canceled
INN13105,0,2,245,2018,6,17,Offline,75,Canceled
INN13106,0,2,141,2018,7,1,Online,96.3,Not_Canceled
INN13107,2,3,132,2018,10,8,Online,113.4,Canceled
INN13108,2,1,1,2017,9,20,Online,91.2,Not_Canceled
INN13109,2,5,194,2018,8,24,Online,111.11,Canceled
INN13110,0,3,53,2018,6,9,Online,134.4,Canceled
INN13111,1,2,40,2018,10,10,Offline,85.5,Not_Canceled
INN13112,0,1,0,2018,12,23,Online,80,Not_Canceled
INN13113,0,3,260,2018,9,22,Online,113.4,Canceled
INN13114,0,3,203,2018,8,10,Online,105.3,Canceled
INN13115,1,3,322,2018,5,19,Offline,80,Canceled
INN13116,0,1,8,2018,5,25,Online,119,Not_Canceled
INN13117,1,0,5,2018,9,12,Aviation,110,Canceled
INN13118,0,1,3,2017,8,11,Online,153,Not_Canceled
INN13119,2,2,40,2018,5,13,Online,126.9,Not_Canceled
INN13120,0,1,0,2018,2,16,Corporate,65,Not_Canceled
INN13121,1,2,273,2018,5,13,Offline,95,Canceled
INN13122,0,1,71,2017,7,11,Online,51.96,Not_Canceled
INN13123,0,4,8,2017,10,28,Online,109.25,Not_Canceled
INN13124,1,3,26,2018,11,17,Online,57.59,Not_Canceled
INN13125,0,2,177,2018,6,3,Offline,100,Canceled
INN13126,1,2,418,2018,9,26,Offline,75,Canceled
INN13127,2,0,68,2018,4,24,Online,133.2,Not_Canceled
INN13128,0,2,1,2018,1,27,Online,71.7,Not_Canceled
INN13129,2,1,39,2018,2,13,Online,67.5,Not_Canceled
INN13130,0,2,77,2018,12,6,Online,79.2,Not_Canceled
INN13131,2,3,53,2018,3,6,Online,65.75,Not_Canceled
INN13132,0,2,257,2017,7,1,Offline,101.5,Canceled
INN13133,1,2,22,2018,11,25,Online,79.2,Not_Canceled
INN13134,0,2,32,2018,3,4,Online,105.4,Not_Canceled
INN13135,0,2,188,2018,6,15,Offline,130,Canceled
INN13136,0,1,1,2018,4,8,Online,101,Not_Canceled
INN13137,1,2,280,2018,9,19,Offline,110,Canceled
INN13138,1,3,153,2018,6,30,Online,80.75,Not_Canceled
INN13139,0,2,273,2017,7,17,Offline,109,Canceled
INN13140,0,3,183,2018,9,8,Offline,110,Canceled
INN13141,0,1,18,2018,4,22,Online,197,Canceled
INN13142,0,3,59,2018,11,2,Online,71.1,Not_Canceled
INN13143,1,3,27,2017,9,3,Online,90.25,Not_Canceled
INN13144,1,4,5,2018,3,21,Online,128,Not_Canceled
INN13145,0,3,211,2018,5,31,Online,91.36,Canceled
INN13146,1,0,131,2018,10,10,Online,108,Canceled
INN13147,1,3,192,2018,8,8,Online,72.75,Not_Canceled
INN13148,1,3,103,2018,7,18,Offline,72.25,Canceled
INN13149,1,3,332,2018,9,22,Online,77.23,Not_Canceled
INN13150,1,0,19,2018,9,19,Offline,118.15,Canceled
INN13151,0,1,15,2018,2,19,Corporate,81,Not_Canceled
INN13152,0,3,154,2018,6,28,Online,177.3,Not_Canceled
INN13153,1,3,223,2018,10,3,Online,102.85,Canceled
INN13154,0,1,5,2018,2,12,Online,80,Not_Canceled
INN13155,2,3,23,2018,10,30,Online,99,Canceled
INN13156,1,1,112,2018,7,18,Online,104.5,Not_Canceled
INN13157,1,3,147,2018,4,4,Online,96.5,Canceled
INN13158,1,4,51,2018,8,31,Online,123.3,Canceled
INN13159,0,2,102,2017,10,16,Offline,87,Not_Canceled
INN13160,2,3,108,2018,7,30,Offline,81.25,Not_Canceled
INN13161,0,1,28,2017,10,29,Offline,130,Not_Canceled
INN13162,2,0,36,2018,8,14,Online,135.9,Not_Canceled
INN13163,0,1,79,2018,12,27,Online,126,Not_Canceled
INN13164,0,2,48,2018,11,4,Online,97.2,Not_Canceled
INN13165,1,0,15,2018,9,5,Online,119,Not_Canceled
INN13166,1,3,93,2018,8,22,Online,150.3,Canceled
INN13167,0,3,43,2018,1,14,Online,86.75,Canceled
INN13168,1,3,48,2018,7,25,Offline,63.75,Not_Canceled
INN13169,0,3,87,2017,12,29,Online,95.7,Not_Canceled
INN13170,0,5,140,2017,12,29,Offline,70,Not_Canceled
INN13171,1,4,34,2018,2,8,Online,73.9,Not_Canceled
INN13172,2,1,66,2018,8,14,Online,207.9,Canceled
INN13173,0,5,129,2018,8,9,Online,83.61,Not_Canceled
INN13174,1,3,37,2017,9,21,Online,145.8,Not_Canceled
INN13175,1,2,95,2018,5,2,Online,159.3,Canceled
INN13176,2,6,205,2018,8,20,Online,92.01,Not_Canceled
INN13177,2,0,275,2018,4,17,Offline,110,Canceled
INN13178,1,1,10,2018,9,19,Corporate,104,Not_Canceled
INN13179,0,3,88,2018,12,15,Online,79.2,Not_Canceled
INN13180,2,1,11,2018,1,2,Online,83.58,Not_Canceled
INN13181,2,0,36,2018,5,22,Offline,92.88,Canceled
INN13182,1,2,53,2018,5,13,Online,149.4,Not_Canceled
INN13183,2,5,13,2017,10,18,Online,128.71,Not_Canceled
INN13184,0,3,5,2018,4,21,Online,136,Not_Canceled
INN13185,1,3,246,2018,12,26,Online,104.55,Not_Canceled
INN13186,1,3,62,2018,4,25,Online,76.91,Not_Canceled
INN13187,0,1,55,2018,4,6,Offline,104,Not_Canceled
INN13188,1,2,58,2018,4,22,Online,118.8,Canceled
INN13189,0,3,59,2018,3,9,Online,87.3,Not_Canceled
INN13190,2,2,24,2018,5,8,Complementary,0,Not_Canceled
INN13191,1,2,10,2018,11,28,Online,98.33,Not_Canceled
INN13192,0,1,26,2017,10,21,Corporate,65,Not_Canceled
INN13193,1,0,256,2018,11,27,Online,67.5,Not_Canceled
INN13194,2,3,13,2018,2,28,Online,118,Not_Canceled
INN13195,0,4,5,2017,11,10,Online,76.58,Not_Canceled
INN13196,2,3,120,2018,6,18,Offline,80.75,Not_Canceled
INN13197,2,1,124,2017,8,8,Offline,94.5,Canceled
INN13198,0,2,245,2018,6,17,Offline,75,Canceled
INN13199,1,2,193,2018,6,20,Offline,120,Canceled
INN13200,1,3,210,2017,10,8,Offline,86,Canceled
INN13201,1,3,210,2017,10,8,Offline,86,Canceled
INN13202,0,2,29,2018,12,2,Corporate,85,Not_Canceled
INN13203,1,2,25,2018,12,23,Online,104,Canceled
INN13204,1,3,25,2018,11,7,Online,146.2,Not_Canceled
INN13205,2,1,79,2017,12,19,Offline,70,Not_Canceled
INN13206,0,2,5,2018,12,2,Online,166.5,Not_Canceled
INN13207,0,2,56,2017,9,17,Offline,82,Not_Canceled
INN13208,1,1,268,2018,10,1,Online,95.4,Canceled
INN13209,0,1,105,2018,4,6,Offline,75,Canceled
INN13210,0,2,346,2018,9,13,Offline,115,Canceled
INN13211,2,1,44,2018,4,23,Offline,95,Not_Canceled
INN13212,2,5,57,2018,9,3,Online,135.99,Not_Canceled
INN13213,0,1,5,2017,9,22,Corporate,65,Not_Canceled
INN13214,0,3,159,2018,5,26,Online,119.85,Canceled
INN13215,2,2,115,2018,2,27,Offline,76,Not_Canceled
INN13216,0,2,54,2018,6,2,Offline,94.5,Not_Canceled
INN13217,0,3,128,2018,7,7,Online,103.5,Canceled
INN13218,0,3,101,2018,5,5,Online,126.9,Not_Canceled
INN13219,2,1,75,2018,6,26,Offline,80.75,Not_Canceled
INN13220,1,3,127,2018,9,1,Online,143.1,Canceled
INN13221,0,1,4,2018,4,21,Online,101,Not_Canceled
INN13222,0,2,39,2017,8,14,Offline,109,Not_Canceled
INN13223,2,0,29,2018,9,18,Online,122.55,Canceled
INN13224,0,2,4,2018,1,22,Complementary,1,Not_Canceled
INN13225,1,2,47,2018,11,11,Online,79.2,Canceled
INN13226,1,2,86,2018,5,20,Offline,65,Not_Canceled
INN13227,1,2,3,2017,8,17,Online,117.33,Not_Canceled
INN13228,1,5,116,2018,8,22,Online,131.4,Canceled
INN13229,0,2,220,2018,9,2,Online,85.5,Canceled
INN13230,0,3,148,2018,5,5,Online,105.3,Not_Canceled
INN13231,0,1,36,2018,10,13,Online,102.6,Canceled
INN13232,0,1,1,2018,8,24,Online,228,Not_Canceled
INN13233,1,3,63,2018,3,10,Online,63.75,Not_Canceled
INN13234,0,1,33,2018,11,26,Online,113,Not_Canceled
INN13235,0,3,37,2018,10,13,Offline,105,Not_Canceled
INN13236,0,1,147,2018,10,27,Online,85.5,Canceled
INN13237,0,3,213,2018,6,7,Offline,130,Canceled
INN13238,0,1,17,2018,6,4,Online,156,Not_Canceled
INN13239,0,2,63,2017,9,4,Offline,116,Not_Canceled
INN13240,0,3,14,2017,9,15,Online,114,Not_Canceled
